sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8,sample9,sample10,sample11,sample12
15160,16949,27447,32824,33809,10496,59395,45287,29460,3075,39424,53280
61751,63028,8759,13624,26641,9728,60419,42215,36372,19203,37120,64288
32824,32565,44087,50488,40721,13056,4612,47847,39444,16899,38400,63776
64055,309,10551,15672,26129,9984,62979,42983,35604,3331,40704,64288
5688,7477,17207,23096,29457,13568,61443,42471,39700,9987,40192,7969
26680,27189,38199,44344,37137,9984,1284,46311,29972,12291,43264,2081
7480,9781,19767,24888,29969,10240,7684,43239,38164,4867,36096,2081
22840,24117,34359,39992,34577,12032,4868,43239,33044,13827,37120,60960
12856,14389,24887,30008,31761,10240,10244,47591,38164,10755,38912,5409
17976,18997,29751,35384,34065,9728,17156,42215,35604,13571,47872,4897
62775,64052,8759,14136,26129,9728,13828,42983,44564,14595,41472,33
39736,39989,50743,56888,41489,10752,6404,38375,39700,17155,39168,545
16696,17461,28471,33848,33809,9472,22532,39911,46612,24067,38656,59168
36152,36661,46903,53304,41745,9984,18436,41959,45332,20995,46080,4641
30520,31797,41783,47928,40721,10752,16388,41447,43796,23043,37632,60960
18744,19253,30007,36152,37905,11008,18180,41191,46612,23043,41728,59168
14136,17205,25911,31288,37649,10240,20996,38119,54804,23555,39424,289
20536,22581,31799,37688,39185,12544,15620,41959,44052,19459,39936,4129
3384,6197,14903,20280,33297,9728,17924,35559,50708,19715,45568,4129
12088,14645,23607,28984,38161,13824,25092,42727,55572,23555,45824,2593
23352,25653,34615,40760,39697,9984,29444,37607,58388,17923,47360,3105
45879,49204,57654,63287,26385,9984,26628,32487,57364,11523,41984,289
824,3381,11831,17464,35089,13568,26116,36839,58900,23811,46592,6945
52791,55860,64054,4152,26897,11008,18692,38375,59924,15619,38656,6177
28472,30517,39223,45624,43793,9984,18436,37863,59924,21251,45312,4385
55351,58676,823,6456,28177,10496,18948,36583,53012,21763,37888,3361
29240,31029,39479,46392,45073,11520,23556,44519,59156,18691,54528,3361
26424,27445,37175,43576,43025,12032,21764,44519,54548,17923,48640,7969
46392,47413,56631,63544,50961,10496,10244,44263,54548,23811,42240,4641
4664,7477,15671,21816,33553,10496,22788,44263,54804,21507,45056,60704
4408,7221,15415,21304,33297,10496,11012,49127,59156,23043,56064,64800
2616,5429,13623,19768,34321,10752,16132,43495,58900,18691,48896,3105
8504,10549,18743,25400,35857,14080,10244,53223,62228,19203,54272,54304
26936,28213,37431,44344,39697,9984,7684,39655,789,18435,43776,64544
11064,13109,21815,28216,35857,9984,15364,42215,789,19715,46080,59168
12344,15157,23607,29752,36881,10496,11268,52967,64788,16899,48384,56096
56375,59444,1847,7480,28945,9984,8964,50919,65044,13315,49408,57376
56119,58932,1847,7736,28177,9728,6660,52967,65044,13827,51200,54560
63287,309,8759,14904,30225,10240,6660,56807,63764,15107,46592,63264
46903,50484,58422,63799,24081,11776,2820,59367,58644,7683,47616,52000
20536,21813,31031,37688,37137,9472,5892,56551,65044,8195,47104,50464
50487,52788,61494,2104,23825,12032,10500,58855,4373,15619,54016,53792
