sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
14358,58647,64305,36871,53506,10496,10496,10496
17174,63255,3634,38407,52482,10496,10240,10752
17174,63255,3634,38407,52482,10496,10240,10752
65045,43799,37681,38663,54018,10496,10496,10496
65045,43799,37681,38663,54018,10496,10496,10496
13846,60951,63537,39175,54274,10240,10240,11008
13846,60951,63537,39175,54274,10240,10240,11008
18454,63767,3634,39431,54274,10752,10496,11008
18454,63767,3634,39431,54274,10752,10496,11008
20502,63767,4914,40711,53506,10496,10240,10496
20502,63767,4914,40711,53506,10496,10240,10496
12310,56343,56369,39687,54274,10752,10752,10752
12310,56343,56369,39687,54274,10752,10752,10752
64533,44311,30769,38663,53762,10752,10496,10496
64533,44311,30769,38663,53762,10752,10496,10496
18710,280,64817,39687,54786,10496,10496,10496
18710,280,64817,39687,54786,10496,10496,10496
14102,59927,60465,37639,53506,11008,10496,10752
14102,59927,60465,37639,53506,11008,10496,10752
17430,2328,1074,40199,53506,10752,10496,10752
17430,2328,1074,40199,53506,10752,10496,10752
19734,5144,5170,39175,53250,10752,10496,10752
19734,5144,5170,39175,53250,10752,10496,10752
14358,63767,1330,38407,54018,10496,10496,10752
14358,63767,1330,38407,54018,10496,10496,10752
2838,55319,40753,37127,54018,10752,10496,10752
2838,55319,40753,37127,54018,10752,10496,10752
7702,59159,52785,36615,52226,10752,10240,10752
7702,59159,52785,36615,52226,10752,10240,10752
11030,62999,58161,38151,55810,10496,10240,10496
11030,62999,58161,38151,55810,10496,10240,10496
3350,55063,42801,35079,53762,10496,10752,10752
3350,55063,42801,35079,53762,10496,10752,10752
16918,3864,2098,35335,54018,10752,10240,10752
16918,3864,2098,35335,54018,10752,10240,10752
19222,5144,4146,36871,53250,10752,10752,10752
19222,5144,4146,36871,53250,10752,10752,10752
12310,24,56881,37383,53506,10496,10496,10752
12310,24,56881,37383,53506,10496,10496,10752
6678,54807,47665,37127,53250,10752,10240,10752
6678,54807,47665,37127,53250,10752,10240,10752
15382,3096,60721,37639,55810,10752,10496,10752
15382,3096,60721,37639,55810,10752,10496,10752
14870,2840,61233,38407,53762,10752,10240,10496
14870,2840,61233,38407,53762,10752,10240,10496
62997,45591,28721,37895,53762,10752,10240,10496
62997,45591,28721,37895,53762,10752,10240,10496
