sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
63253,26646,64305,30471,53250,10496,10496,10496
63253,26646,64305,30471,53250,10496,10496,10496
45845,7446,34097,29959,53250,10496,10496,10496
45845,7446,34097,29959,53250,10496,10496,10496
48917,5398,37681,29959,52226,10496,10240,10752
48917,5398,37681,29959,52226,10496,10240,10752
51221,10006,43569,28423,52994,10496,10496,10496
51221,10006,43569,28423,52994,10496,10496,10496
58645,16918,51505,31751,53250,10752,10240,10240
58645,16918,51505,31751,53250,10752,10240,10240
50197,8214,36145,31239,53506,10752,10240,10752
50197,8214,36145,31239,53506,10752,10240,10752
64533,24342,63025,29959,53250,10752,10496,10752
64533,24342,63025,29959,53250,10752,10496,10752
2582,28694,3122,31239,55042,10752,10496,10496
2582,28694,3122,31239,55042,10752,10496,10496
49941,7702,35121,30471,55554,10496,10496,10496
49941,7702,35121,30471,55554,10496,10496,10496
56597,11798,46129,30983,53250,10752,10240,10752
56597,11798,46129,30983,53250,10752,10240,10752
57621,16150,53041,31751,54018,11008,10496,10752
57621,16150,53041,31751,54018,11008,10496,10752
9750,35606,12850,30727,54786,10752,10496,10752
9750,35606,12850,30727,54786,10752,10496,10752
53525,12054,44081,30471,54786,10752,10496,11008
53525,12054,44081,30471,54786,10752,10496,11008
4886,29718,4146,30983,54786,10752,10496,10752
4886,29718,4146,30983,54786,10752,10496,10752
6166,36630,7218,31751,54786,10752,10496,11008
6166,36630,7218,31751,54786,10752,10496,11008
53269,16918,43825,31495,54018,10496,10240,10496
53269,16918,43825,31495,54018,10496,10240,10496
59669,27926,52017,32007,54530,10496,10496,10496
59669,27926,52017,32007,54530,10496,10496,10496
59925,25878,57649,32263,54274,10752,10240,10752
59925,25878,57649,32263,54274,10752,10240,10752
63765,33046,306,31495,54786,10752,10496,10752
63765,33046,306,31495,54786,10752,10496,10752
5142,37654,5426,32519,55042,10752,10496,10752
5142,37654,5426,32519,55042,10752,10496,10752
63253,30230,57137,32519,54786,10496,10240,10752
63253,30230,57137,32519,54786,10496,10240,10752
2582,34326,65073,32775,55042,10752,10240,11008
2582,34326,65073,32775,55042,10752,10240,11008
55573,16918,38193,32263,55298,10496,10240,10752
55573,16918,38193,32263,55298,10496,10240,10752
55317,17430,36401,31239,53506,10752,10240,10752
55317,17430,36401,31239,53506,10752,10240,10752
59925,21014,42801,31495,55042,10752,10496,10496
59925,21014,42801,31495,55042,10752,10496,10496
65045,25366,50225,31495,55298,10240,10496,10240
65045,25366,50225,31495,55298,10240,10496,10240
2582,29462,57393,31751,55810,10752,10496,11008
2582,29462,57393,31751,55810,10752,10496,11008
7446,32790,64049,31495,55042,10752,10496,10496
7446,32790,64049,31495,55042,10752,10496,10496
11542,35094,4658,32519,55298,10496,10496,10752
11542,35094,4658,32519,55298,10496,10496,10752
