sample1,sample2,sample3,sample4,sample5,sample6,sample7,sample8
24086,25132,37936,38151,49410,10752,10496,10496
25622,26668,39728,39431,49666,10752,10496,10752
25622,26668,39728,39431,49666,10752,10496,10752
13846,11052,22064,38663,48898,10752,10496,10752
13846,11052,22064,38663,48898,10752,10496,10752
29206,37676,48176,38663,49666,11008,10240,11008
29206,37676,48176,38663,49666,11008,10240,11008
32278,44076,54320,38663,51202,10752,10240,10496
32278,44076,54320,38663,51202,10752,10240,10496
35094,48684,59696,38919,50690,10752,10496,10752
35094,48684,59696,38919,50690,10752,10496,10752
15894,17196,26928,39431,52226,10240,10240,10496
15894,17196,26928,39431,52226,10240,10240,10496
29974,43052,53040,38919,50434,10752,10240,10496
29974,43052,53040,38919,50434,10752,10240,10496
30486,46892,58672,39431,50690,10496,10496,10752
30486,46892,58672,39431,50690,10496,10496,10752
31766,51244,63280,40967,50434,10496,10240,10752
31766,51244,63280,40967,50434,10496,10240,10752
35094,52524,65072,38663,51202,10496,10496,10496
35094,52524,65072,38663,51202,10496,10496,10496
46102,557,13617,39175,50178,10752,10240,10752
46102,557,13617,39175,50178,10752,10240,10752
28694,40236,51248,38663,50690,11008,10752,11008
28694,40236,51248,38663,50690,11008,10752,11008
40726,59180,5681,38919,50178,10752,10496,10752
40726,59180,5681,38919,50178,10752,10496,10752
41750,60972,9009,39943,49922,10496,10240,10752
41750,60972,9009,39943,49922,10496,10240,10752
20246,26924,37936,39431,50178,11008,10240,10752
20246,26924,37936,39431,50178,11008,10240,10752
27926,35372,49200,39431,48386,11008,10752,10496
27926,35372,49200,39431,48386,11008,10752,10496
42518,58668,8497,39175,47874,10496,10496,10752
42518,58668,8497,39175,47874,10496,10496,10752
29974,33836,47408,39431,48130,10496,10496,10752
29974,33836,47408,39431,48130,10496,10496,10752
19478,14892,27184,38407,48898,10752,10496,10752
19478,14892,27184,38407,48898,10752,10496,10752
42006,57900,5169,38663,50434,10752,10496,10240
42006,57900,5169,38663,50434,10752,10496,10240
34582,46380,58416,40199,47874,10496,10752,11008
34582,46380,58416,40199,47874,10496,10752,11008
22806,31020,42544,37895,48386,10752,10496,10752
22806,31020,42544,37895,48386,10752,10496,10752
35862,50988,64304,38663,48130,10752,10240,10496
35862,50988,64304,38663,48130,10752,10240,10496
35606,50988,64560,39943,48898,10496,10240,10752
35606,50988,64560,39943,48898,10496,10240,10752
28694,41260,50480,36615,48898,10752,10496,11008
28694,41260,50480,36615,48898,10752,10496,11008
15126,14892,26416,37895,50178,10752,10240,10496
15126,14892,26416,37895,50178,10752,10240,10496
18710,22828,34096,38407,48898,10752,10240,10496
18710,22828,34096,38407,48898,10752,10240,10496
25110,29484,40240,38407,49154,10496,10240,10752
25110,29484,40240,38407,49154,10496,10240,10752
36886,50988,63792,37895,49154,10752,10496,10496
36886,50988,63792,37895,49154,10752,10496,10496
50454,3373,15409,38919,49666,10752,10496,11008
50454,3373,15409,38919,49666,10752,10496,11008
33302,42540,54832,38407,49666,10496,10496,10752
33302,42540,54832,38407,49666,10496,10496,10752
34582,48172,60208,39175,49666,10496,10496,10752
34582,48172,60208,39175,49666,10496,10496,10752
39446,53548,64816,39943,49666,10496,10496,10496
39446,53548,64816,39943,49666,10496,10496,10496
37654,49708,63024,39687,49666,10496,10496,10496
37654,49708,63024,39687,49666,10496,10496,10496
28950,32300,44848,37895,50434,10752,10496,10752
28950,32300,44848,37895,50434,10752,10496,10752
29974,35116,46896,34567,51714,10496,10752,10496
29974,35116,46896,34567,51714,10496,10752,10496
31766,40236,52528,35847,48898,10496,10240,10496
31766,40236,52528,35847,48898,10496,10240,10496
35350,46636,58416,36103,49410,10752,10496,10752
